amfi_code,date,rolling_sharpe_90d
100016,2022-07-20,-0.20238057007564747
100016,2022-07-21,-0.23870649217767562
100016,2022-07-22,-0.24792813739536762
100016,2022-07-25,-0.2373839831019811
100016,2022-07-26,-0.23263299404232515
100016,2022-07-27,-0.21604572446190537
100016,2022-07-28,-0.2540056406676967
100016,2022-07-29,-0.2377269858667249
100016,2022-08-01,-0.25241728009400033
100016,2022-08-02,-0.29177265309622014
100016,2022-08-03,-0.29607419150159275
100016,2022-08-04,-0.2737837739335536
100016,2022-08-05,-0.2632089588445704
100016,2022-08-08,-0.2759954105789351
100016,2022-08-09,-0.2695216889232844
100016,2022-08-10,-0.29290300605966785
100016,2022-08-11,-0.25859109796857715
100016,2022-08-12,-0.26463278770361826
100016,2022-08-15,-0.2591440061360636
100016,2022-08-16,-0.26310974109690416
100016,2022-08-17,-0.23698441080495186
100016,2022-08-18,-0.24699530525916913
100016,2022-08-19,-0.2434255624790403
100016,2022-08-22,-0.2372563775035907
100016,2022-08-23,-0.22673435917609022
100016,2022-08-24,-0.24333659603761473
100016,2022-08-25,-0.2376943723920728
100016,2022-08-26,-0.2650959114403117
100016,2022-08-29,-0.2471186763725594
100016,2022-08-30,-0.24410039628824917
100016,2022-08-31,-0.226401571887131
100016,2022-09-01,-0.2349792900430176
100016,2022-09-02,-0.25223538946489205
100016,2022-09-05,-0.25628402490357766
100016,2022-09-06,-0.23236974252182604
100016,2022-09-07,-0.24849718655005096
100016,2022-09-08,-0.22267731458042628
100016,2022-09-09,-0.2123081323120376
100016,2022-09-12,-0.2255406023323054
100016,2022-09-13,-0.22211738384862645
100016,2022-09-14,-0.2073839772756827
100016,2022-09-15,-0.2085784863353135
100016,2022-09-16,-0.19631601703778406
100016,2022-09-19,-0.1861511478007504
100016,2022-09-20,-0.2112439793473702
100016,2022-09-21,-0.21602035422601032
100016,2022-09-22,-0.19202756769208987
100016,2022-09-23,-0.15888469956543094
100016,2022-09-26,-0.173555369089313
100016,2022-09-27,-0.1606340671478658
100016,2022-09-28,-0.16712507284712885
100016,2022-09-29,-0.17177404103743685
100016,2022-09-30,-0.1540275005230159
100016,2022-10-03,-0.12910479706476805
100016,2022-10-04,-0.11529786879012385
100016,2022-10-05,-0.0976025218386481
100016,2022-10-06,-0.11000475695461732
100016,2022-10-07,-0.11766247993596936
100016,2022-10-10,-0.12969471198921173
100016,2022-10-11,-0.14293637068730333
100016,2022-10-12,-0.14657096362651764
100016,2022-10-13,-0.12154571651118787
100016,2022-10-14,-0.110358016626781
100016,2022-10-17,-0.09536876241300368
100016,2022-10-18,-0.09016413829920894
100016,2022-10-19,-0.07710191101525182
100016,2022-10-20,-0.07509833195534514
100016,2022-10-21,-0.049526102834375835
100016,2022-10-24,-0.05119544624948369
100016,2022-10-25,-0.03183878728179598
100016,2022-10-26,-0.034981528687120914
100016,2022-10-27,-0.039226492111215594
100016,2022-10-28,-0.03824746068885308
100016,2022-10-31,-0.027849579667420524
100016,2022-11-01,-0.004399586294455754
100016,2022-11-02,0.0037282146740169565
100016,2022-11-03,0.014755093701219087
100016,2022-11-04,0.0060296882336658315
100016,2022-11-07,0.038836419747045256
100016,2022-11-08,0.025428193634521708
100016,2022-11-09,0.025560048673481134
100016,2022-11-10,0.019057513313393424
100016,2022-11-11,0.038001383248357806
100016,2022-11-14,0.015421742599175465
100016,2022-11-15,0.038808639347217094
100016,2022-11-16,0.05315677555591573
100016,2022-11-17,0.07933087069383085
100016,2022-11-18,0.08772323786683184
100016,2022-11-21,0.07966233924350218
100016,2022-11-22,0.08799941584735851
100016,2022-11-23,0.12075932260920873
100016,2022-11-24,0.14101099552634436
100016,2022-11-25,0.1510075489653187
100016,2022-11-28,0.1356854788737596
100016,2022-11-29,0.14449587986680681
100016,2022-11-30,0.1346850089978623
100016,2022-12-01,0.13859279239166553
100016,2022-12-02,0.12415252757062917
100016,2022-12-05,0.13014934570384737
100016,2022-12-06,0.1632733711740322
100016,2022-12-07,0.15370961248965978
100016,2022-12-08,0.14864337875797756
100016,2022-12-09,0.16711932246707356
100016,2022-12-12,0.17311551854376925
100016,2022-12-13,0.18606752347908637
100016,2022-12-14,0.2105727103631724
100016,2022-12-15,0.19993607961425378
100016,2022-12-16,0.19640239134761264
100016,2022-12-19,0.17768089963343767
100016,2022-12-20,0.17141434781835693
100016,2022-12-21,0.14810836690022774
100016,2022-12-22,0.1377083560722959
100016,2022-12-23,0.1379387094103801
100016,2022-12-26,0.15672394216083266
100016,2022-12-27,0.14498119532355103
100016,2022-12-28,0.14881305806802148
100016,2022-12-29,0.15353036209257903
100016,2022-12-30,0.15676824681809928
100016,2023-01-02,0.1436102146145641
100016,2023-01-03,0.14661034968749284
100016,2023-01-04,0.1420094417433321
100016,2023-01-05,0.15221020253188175
100016,2023-01-06,0.17925763519958804
100016,2023-01-09,0.17925011569847513
100016,2023-01-10,0.19184086244722987
100016,2023-01-11,0.19213618096153925
100016,2023-01-12,0.17878172258734912
100016,2023-01-13,0.18425685153119672
100016,2023-01-16,0.19855806277407848
100016,2023-01-17,0.21242162695138306
100016,2023-01-18,0.23192917043027228
100016,2023-01-19,0.2612698601354554
100016,2023-01-20,0.2420016878568778
100016,2023-01-23,0.23849250751100096
100016,2023-01-24,0.23716232915792299
100016,2023-01-25,0.2383002938191833
100016,2023-01-26,0.19931828024030251
100016,2023-01-27,0.17222028788895752
100016,2023-01-30,0.16787313858092467
100016,2023-01-31,0.15479145691713853
100016,2023-02-01,0.1602087261295389
100016,2023-02-02,0.16895414339042256
100016,2023-02-03,0.14588051900794796
100016,2023-02-06,0.13785937910461207
100016,2023-02-07,0.153939456023934
100016,2023-02-08,0.12114068772551449
100016,2023-02-09,0.15022588953733534
100016,2023-02-10,0.17776739554869278
100016,2023-02-13,0.18622792875752908
100016,2023-02-14,0.1982920110527991
100016,2023-02-15,0.22644852585087333
100016,2023-02-16,0.2139165363392186
100016,2023-02-17,0.20947530453434834
100016,2023-02-20,0.19577159973371175
100016,2023-02-21,0.1971884004661773
100016,2023-02-22,0.20550278288905943
100016,2023-02-23,0.19396464177515077
100016,2023-02-24,0.16505909406370087
100016,2023-02-27,0.18816117038571825
100016,2023-02-28,0.179324946192583
100016,2023-03-01,0.1747342399827383
100016,2023-03-02,0.20108753053080036
100016,2023-03-03,0.19121547394559896
100016,2023-03-06,0.20452491734627823
100016,2023-03-07,0.1964431755689494
100016,2023-03-08,0.19465518800211606
100016,2023-03-09,0.21315418031814654
100016,2023-03-10,0.22641525046892924
100016,2023-03-13,0.21712840634228034
100016,2023-03-14,0.22461803263362728
100016,2023-03-15,0.21324536523288576
100016,2023-03-16,0.26289927072287916
100016,2023-03-17,0.26008157568572476
100016,2023-03-20,0.26470587845104443
100016,2023-03-21,0.2390050158385962
100016,2023-03-22,0.24336723812347272
100016,2023-03-23,0.2496100905365521
100016,2023-03-24,0.2384495529097327
100016,2023-03-27,0.25720777022753044
100016,2023-03-28,0.22217284204696902
100016,2023-03-29,0.20619497901854777
100016,2023-03-30,0.20682135748279368
100016,2023-03-31,0.2077192785998631
100016,2023-04-03,0.20513475019154218
100016,2023-04-04,0.19865301835922963
100016,2023-04-05,0.18737012601522102
100016,2023-04-06,0.16637038376609567
100016,2023-04-07,0.183899044534549
100016,2023-04-10,0.19295578235777022
100016,2023-04-11,0.19309803282689403
100016,2023-04-12,0.21683776460253235
100016,2023-04-13,0.2128791927629978
100016,2023-04-14,0.20312461918595778
100016,2023-04-17,0.1975246929643703
100016,2023-04-18,0.18270749942080303
100016,2023-04-19,0.17832009495595363
100016,2023-04-20,0.1762390269829096
100016,2023-04-21,0.18979330320700044
100016,2023-04-24,0.21103317430274854
100016,2023-04-25,0.2195506328193518
100016,2023-04-26,0.22931204890944498
100016,2023-04-27,0.22513090552601514
100016,2023-04-28,0.22840670142115196
100016,2023-05-01,0.2274749222120668
100016,2023-05-02,0.21689474072217768
100016,2023-05-03,0.23869682546666113
100016,2023-05-04,0.22987121465740107
100016,2023-05-05,0.23146006129043814
100016,2023-05-08,0.2249922150082773
100016,2023-05-09,0.22270156172406552
100016,2023-05-10,0.20622548066815202
100016,2023-05-11,0.19899225202830578
100016,2023-05-12,0.18303013736888304
100016,2023-05-15,0.2041641363366616
100016,2023-05-16,0.20516879353800532
100016,2023-05-17,0.19270157129159768
100016,2023-05-18,0.20000678982622094
100016,2023-05-19,0.18166987631452763
100016,2023-05-22,0.18944471752601022
100016,2023-05-23,0.16996816414164362
100016,2023-05-24,0.1528075060873101
100016,2023-05-25,0.1456470455834777
100016,2023-05-26,0.14691705525975088
100016,2023-05-29,0.13352618856461418
100016,2023-05-30,0.13110667084228445
100016,2023-05-31,0.13956887710248683
100016,2023-06-01,0.1708252294550586
100016,2023-06-02,0.17382294933463865
100016,2023-06-05,0.19415698992618347
100016,2023-06-06,0.20107786169065073
100016,2023-06-07,0.18586869967314862
100016,2023-06-08,0.19963367073274194
100016,2023-06-09,0.23439841540010586
100016,2023-06-12,0.22347861815855466
100016,2023-06-13,0.22633068054754737
100016,2023-06-14,0.26552002388071894
100016,2023-06-15,0.2457198157005739
100016,2023-06-16,0.21681144413212022
100016,2023-06-19,0.21013821229238283
100016,2023-06-20,0.1907483112029715
100016,2023-06-21,0.18833831801255643
100016,2023-06-22,0.1931069612139215
100016,2023-06-23,0.18166051971379754
100016,2023-06-26,0.1719778152129812
100016,2023-06-27,0.18342814823327772
100016,2023-06-28,0.16095503305445633
100016,2023-06-29,0.17901419368683888
100016,2023-06-30,0.20042749575533192
100016,2023-07-03,0.18007127889240446
100016,2023-07-04,0.16839739649277072
100016,2023-07-05,0.17269045083124165
100016,2023-07-06,0.17090911533870584
100016,2023-07-07,0.1736664977471478
100016,2023-07-10,0.15514505821156982
100016,2023-07-11,0.1550150277816219
100016,2023-07-12,0.13892535783932186
100016,2023-07-13,0.09208864750342698
100016,2023-07-14,0.08803187502332821
100016,2023-07-17,0.1084265899384521
100016,2023-07-18,0.08880188089043267
100016,2023-07-19,0.08364115104833612
100016,2023-07-20,0.045724297273798044
100016,2023-07-21,0.05234409668900891
100016,2023-07-24,0.061243289832983196
100016,2023-07-25,0.06992898393396728
100016,2023-07-26,0.044938520538746904
100016,2023-07-27,0.03541692119113898
100016,2023-07-28,0.02180527907880571
100016,2023-07-31,0.016469279085512795
100016,2023-08-01,0.046351424515373475
100016,2023-08-02,0.02816032630057497
100016,2023-08-03,0.003615832315961194
100016,2023-08-04,0.002034525678116582
100016,2023-08-07,0.003979644754242021
100016,2023-08-08,0.03365217585804447
100016,2023-08-09,0.042945239333118675
100016,2023-08-10,0.05806046275147771
100016,2023-08-11,0.04729076481375703
100016,2023-08-14,0.01662981168179256
100016,2023-08-15,0.014228044717371019
100016,2023-08-16,-0.006498075144359506
100016,2023-08-17,-0.025003889590963776
100016,2023-08-18,-0.019418043629564632
100016,2023-08-21,-0.01853041936226417
100016,2023-08-22,-0.016573049277440043
100016,2023-08-23,-0.012373793631241166
100016,2023-08-24,0.004812589004687749
100016,2023-08-25,0.016364835741888312
100016,2023-08-28,0.019084504048477013
100016,2023-08-29,0.014077913393623166
100016,2023-08-30,-0.005304276614452297
100016,2023-08-31,0.028939803540796998
100016,2023-09-01,0.027338921790252366
100016,2023-09-04,0.009463490887710375
100016,2023-09-05,0.028366602288743693
100016,2023-09-06,0.04112892314956342
100016,2023-09-07,0.03806868969640322
100016,2023-09-08,0.061621278629831806
100016,2023-09-11,0.08114610445856685
100016,2023-09-12,0.06524783788303175
100016,2023-09-13,0.07098381569683515
100016,2023-09-14,0.07782354751623949
100016,2023-09-15,0.05460846492808755
100016,2023-09-18,0.04110334278225355
100016,2023-09-19,-0.002075014269898368
100016,2023-09-20,0.0023883619380352513
100016,2023-09-21,-0.007383163539513064
100016,2023-09-22,-0.0030905996054851896
100016,2023-09-25,-0.021989756850294837
100016,2023-09-26,-0.02006925241020867
100016,2023-09-27,0.001608348044295222
100016,2023-09-28,0.032582053118202225
100016,2023-09-29,0.021735665516206128
100016,2023-10-02,0.05057271352037062
100016,2023-10-03,0.037121753397909955
100016,2023-10-04,0.048005324827863065
100016,2023-10-05,0.04120014785346605
100016,2023-10-06,0.037622436902406
100016,2023-10-09,0.04964690766858925
100016,2023-10-10,0.049405780857473165
100016,2023-10-11,0.05265643614819931
100016,2023-10-12,0.035574590332214745
100016,2023-10-13,0.008872280800746014
100016,2023-10-16,-0.0006266058146610113
100016,2023-10-17,-0.013574400223078082
100016,2023-10-18,-0.04386228758015168
100016,2023-10-19,-0.0378365469202964
100016,2023-10-20,-0.006147413680627665
100016,2023-10-23,0.003937055130747598
100016,2023-10-24,0.009657770799891692
100016,2023-10-25,-0.012536549020810486
100016,2023-10-26,0.008428022405920573
100016,2023-10-27,0.023154761717488793
100016,2023-10-30,0.03243047766534773
100016,2023-10-31,0.004255765857753546
100016,2023-11-01,0.015033860037184753
100016,2023-11-02,0.023744592579089542
100016,2023-11-03,0.006077120098778519
100016,2023-11-06,0.014737406549434428
100016,2023-11-07,0.011188043082152072
100016,2023-11-08,0.009318495407171988
100016,2023-11-09,-0.02508814960739399
100016,2023-11-10,-0.03400257041998691
100016,2023-11-13,-0.020894872316096002
100016,2023-11-14,-0.0283514546638681
100016,2023-11-15,-0.02378372237155896
100016,2023-11-16,-0.016191621319899523
100016,2023-11-17,-0.015062342971922825
100016,2023-11-20,-0.03902481208126534
100016,2023-11-21,-0.039617676886921395
100016,2023-11-22,-0.016009281955253515
100016,2023-11-23,0.0038229776038778826
100016,2023-11-24,-0.010828825770658572
100016,2023-11-27,-0.010280191094059067
100016,2023-11-28,-0.0025951648597042137
100016,2023-11-29,0.014560385544436122
100016,2023-11-30,-0.0049025929612785245
100016,2023-12-01,0.023079719572672384
100016,2023-12-04,0.015285652171876322
100016,2023-12-05,0.0018547102502250812
100016,2023-12-06,0.04334863095543554
100016,2023-12-07,0.063446431657862
100016,2023-12-08,0.04276196861871136
100016,2023-12-11,0.025063397784669896
100016,2023-12-12,0.027697733983103056
100016,2023-12-13,0.015028313703856338
100016,2023-12-14,0.006203799906371444
100016,2023-12-15,-0.00185404297481691
100016,2023-12-18,0.02212576602850058
100016,2023-12-19,0.02872386899646588
100016,2023-12-20,0.031052244501589558
100016,2023-12-21,0.048236636778952936
100016,2023-12-22,0.0384066803135297
100016,2023-12-25,0.04261787177648782
100016,2023-12-26,0.045024553359280864
100016,2023-12-27,0.0679191901063873
100016,2023-12-28,0.061810677395246996
100016,2023-12-29,0.057902472832352454
100016,2024-01-01,0.04401615124871032
100016,2024-01-02,0.05502938070111662
100016,2024-01-03,0.07336099115396723
100016,2024-01-04,0.041167700178465425
100016,2024-01-05,0.03740922728820269
100016,2024-01-08,0.04660742411395398
100016,2024-01-09,0.051849290967394594
100016,2024-01-10,0.037339270693389756
100016,2024-01-11,0.024197803621601226
100016,2024-01-12,0.01090187989699147
100016,2024-01-15,0.00017493162368095562
100016,2024-01-16,0.014190396201282311
100016,2024-01-17,0.03188088634079107
100016,2024-01-18,0.03254622368228824
100016,2024-01-19,0.05798186575791223
100016,2024-01-22,0.052495997392381394
100016,2024-01-23,0.057279638366745815
100016,2024-01-24,0.07081099744039433
100016,2024-01-25,0.09007302627020851
100016,2024-01-26,0.09058208677711985
100016,2024-01-29,0.0942755455953667
100016,2024-01-30,0.12316378028966223
100016,2024-01-31,0.10565117461706888
100016,2024-02-01,0.0905250896393025
100016,2024-02-02,0.0901417631872462
100016,2024-02-05,0.08027034427656636
100016,2024-02-06,0.07351368210382567
100016,2024-02-07,0.057801872491640656
100016,2024-02-08,0.05436390559782048
100016,2024-02-09,0.05527903157439816
100016,2024-02-12,0.0410173804975386
100016,2024-02-13,0.02191471094785048
100016,2024-02-14,0.03887633422020421
100016,2024-02-15,0.06787770184508769
100016,2024-02-16,0.05447883146037241
100016,2024-02-19,0.08591060772745542
100016,2024-02-20,0.07590516504945229
100016,2024-02-21,0.1005009676469266
100016,2024-02-22,0.10287834864330916
100016,2024-02-23,0.08794925601234786
100016,2024-02-26,0.07196919787620014
100016,2024-02-27,0.08623904120783144
100016,2024-02-28,0.07182630341951131
100016,2024-02-29,0.0578055636940967
100016,2024-03-01,0.06446352804790725
100016,2024-03-04,0.07682402085505491
100016,2024-03-05,0.11941443426735833
100016,2024-03-06,0.10845070913069102
100016,2024-03-07,0.10981117849121505
100016,2024-03-08,0.11625596231641402
100016,2024-03-11,0.1263232953933938
100016,2024-03-12,0.13059896174886926
100016,2024-03-13,0.12811864422522154
100016,2024-03-14,0.17755481919382315
100016,2024-03-15,0.17404282233720011
100016,2024-03-18,0.14417877451424377
100016,2024-03-19,0.14567094592411237
100016,2024-03-20,0.1521416456607228
100016,2024-03-21,0.17659552149831045
100016,2024-03-22,0.17372066081349444
100016,2024-03-25,0.19028145457830273
100016,2024-03-26,0.18423338148545182
100016,2024-03-27,0.1647516644171669
100016,2024-03-28,0.1509883285697211
100016,2024-03-29,0.15716286921961628
100016,2024-04-01,0.15243911996668855
100016,2024-04-02,0.15409997531918254
100016,2024-04-03,0.14131662537261475
100016,2024-04-04,0.1660829131060824
100016,2024-04-05,0.1542281599254149
100016,2024-04-08,0.1493690286291575
100016,2024-04-09,0.15245917318093552
100016,2024-04-10,0.12420659619917972
100016,2024-04-11,0.11832055441939315
100016,2024-04-12,0.12376346929636585
100016,2024-04-15,0.1582844162642174
100016,2024-04-16,0.13587767171861687
100016,2024-04-17,0.171412334965615
100016,2024-04-18,0.16869094697356923
100016,2024-04-19,0.1629093517149284
100016,2024-04-22,0.17364872699932007
100016,2024-04-23,0.1498185087546982
100016,2024-04-24,0.13294241059127182
100016,2024-04-25,0.13789390384157688
100016,2024-04-26,0.11649490569530507
100016,2024-04-29,0.11191241088022899
100016,2024-04-30,0.13331247801847576
100016,2024-05-01,0.10280020085492808
100016,2024-05-02,0.06743474340817704
100016,2024-05-03,0.04429052236032463
100016,2024-05-06,0.05830360365109697
100016,2024-05-07,0.06238182384146711
100016,2024-05-08,0.05760679585072991
100016,2024-05-09,0.07760328828738824
100016,2024-05-10,0.09687071873622355
100016,2024-05-13,0.11399073388316477
100016,2024-05-14,0.10168677750034735
100016,2024-05-15,0.07654391956623063
100016,2024-05-16,0.0809782540528619
100016,2024-05-17,0.07573421146566575
100016,2024-05-20,0.07173128961274129
100016,2024-05-21,0.06773454424779027
100016,2024-05-22,0.06973327059615497
100016,2024-05-23,0.07226583868354577
100016,2024-05-24,0.07687570178709384
100016,2024-05-27,0.0948136985987088
100016,2024-05-28,0.11020771270276168
100016,2024-05-29,0.10364478216026494
100016,2024-05-30,0.09842750478826016
100016,2024-05-31,0.10266064399229959
100016,2024-06-03,0.12502221230692637
100016,2024-06-04,0.09427927288680621
100016,2024-06-05,0.08348971603016243
100016,2024-06-06,0.07761043971700457
100016,2024-06-07,0.09537662494766484
100016,2024-06-10,0.10111067386723915
100016,2024-06-11,0.11115482248997294
100016,2024-06-12,0.10771683878248552
100016,2024-06-13,0.12003347899178486
100016,2024-06-14,0.13415403139392834
100016,2024-06-17,0.11397023771787149
100016,2024-06-18,0.13016469259516794
100016,2024-06-19,0.10263528182905628
100016,2024-06-20,0.08432736775856982
100016,2024-06-21,0.09647320328717489
100016,2024-06-24,0.09481493500082991
100016,2024-06-25,0.10496497187499543
100016,2024-06-26,0.08185357452477329
100016,2024-06-27,0.09155960129759075
100016,2024-06-28,0.07549242399424336
100016,2024-07-01,0.0808316170297745
100016,2024-07-02,0.059962930185606944
100016,2024-07-03,0.0694993415863611
100016,2024-07-04,0.06844481125910633
100016,2024-07-05,0.06260271683922165
100016,2024-07-08,0.06877147749654909
100016,2024-07-09,0.04451042621646168
100016,2024-07-10,0.053567870857129184
100016,2024-07-11,0.03861818964689473
100016,2024-07-12,0.041737239711890486
100016,2024-07-15,0.0333086827075913
100016,2024-07-16,0.03231795528991908
100016,2024-07-17,0.01672888025329198
100016,2024-07-18,0.006226852063364233
100016,2024-07-19,0.015515548582253689
100016,2024-07-22,0.023578981931756813
100016,2024-07-23,0.015140927823756535
100016,2024-07-24,0.024290543687179898
100016,2024-07-25,0.014662557426570888
100016,2024-07-26,0.010970119748316007
100016,2024-07-29,-0.015774711069120633
100016,2024-07-30,-0.010041525869909067
100016,2024-07-31,0.009092405829304625
100016,2024-08-01,0.013722085384816654
100016,2024-08-02,0.008985968893612358
100016,2024-08-05,0.013595019318032503
100016,2024-08-06,-0.002705334078832228
100016,2024-08-07,0.01825049634817685
100016,2024-08-08,0.031020164211467218
100016,2024-08-09,0.02653778381823229
100016,2024-08-12,0.02973001908287307
100016,2024-08-13,0.0033603264043238676
100016,2024-08-14,-0.010193732707903783
100016,2024-08-15,-0.02190841551395815
100016,2024-08-16,-0.02085918581915913
100016,2024-08-19,-0.024911617961711173
100016,2024-08-20,-0.03383801502882056
100016,2024-08-21,-0.049933651573007214
100016,2024-08-22,-0.033144625065882206
100016,2024-08-23,-0.020470505862830637
100016,2024-08-26,-0.06999290877396791
100016,2024-08-27,-0.06080340525847664
100016,2024-08-28,-0.06108750757253712
100016,2024-08-29,-0.05923059154344296
100016,2024-08-30,-0.029955702497515262
100016,2024-09-02,-0.03683478135680981
100016,2024-09-03,-0.06952733056571722
100016,2024-09-04,-0.0584717995440702
100016,2024-09-05,-0.06103354118866904
100016,2024-09-06,-0.04153399866098277
100016,2024-09-09,-0.054741662191033304
100016,2024-09-10,-0.05658084959539575
100016,2024-09-11,-0.0627444181883872
100016,2024-09-12,-0.07728874220457976
100016,2024-09-13,-0.10965185356189813
100016,2024-09-16,-0.14336660000546123
100016,2024-09-17,-0.15303599661888923
100016,2024-09-18,-0.11820653309185003
100016,2024-09-19,-0.11691324105318639
100016,2024-09-20,-0.11060550597330505
100016,2024-09-23,-0.11197024644725079
100016,2024-09-24,-0.12339241413359435
100016,2024-09-25,-0.13948494232842792
100016,2024-09-26,-0.1486841564387216
100016,2024-09-27,-0.1596502084521479
100016,2024-09-30,-0.16368626260156735
100016,2024-10-01,-0.17755577504500056
100016,2024-10-02,-0.18389954165841646
100016,2024-10-03,-0.18910627831717491
100016,2024-10-04,-0.19753362521693688
100016,2024-10-07,-0.22884524661186975
100016,2024-10-08,-0.21740016434027232
100016,2024-10-09,-0.20949468232601878
100016,2024-10-10,-0.22989308914117906
100016,2024-10-11,-0.2535731608136104
100016,2024-10-14,-0.263912430280521
100016,2024-10-15,-0.24868490793327885
100016,2024-10-16,-0.24411698186678837
100016,2024-10-17,-0.25896387053386943
100016,2024-10-18,-0.26571089712788704
100016,2024-10-21,-0.23723103239781956
100016,2024-10-22,-0.2564848814680231
100016,2024-10-23,-0.25035261043971
100016,2024-10-24,-0.24664785277091952
100016,2024-10-25,-0.22675185807188986
100016,2024-10-28,-0.19830601505592735
100016,2024-10-29,-0.20238258316866994
100016,2024-10-30,-0.20343563516656962
100016,2024-10-31,-0.20995852743826934
100016,2024-11-01,-0.17740572862638634
100016,2024-11-04,-0.18013950581299085
100016,2024-11-05,-0.18106117166009494
100016,2024-11-06,-0.16467428984278606
100016,2024-11-07,-0.16263269239628225
100016,2024-11-08,-0.17990197176897216
100016,2024-11-11,-0.19307960334054167
100016,2024-11-12,-0.17916998412959723
100016,2024-11-13,-0.1675854444689627
100016,2024-11-14,-0.16347290093914116
100016,2024-11-15,-0.16963413193136
100016,2024-11-18,-0.15926228230003553
100016,2024-11-19,-0.1705945525847858
100016,2024-11-20,-0.14773962723670747
100016,2024-11-21,-0.16564105846454624
100016,2024-11-22,-0.15668711955685502
100016,2024-11-25,-0.15224827104685637
100016,2024-11-26,-0.12349526295816948
100016,2024-11-27,-0.13609873015080654
100016,2024-11-28,-0.1545672338225066
100016,2024-11-29,-0.13422234922204312
100016,2024-12-02,-0.1037264266763645
100016,2024-12-03,-0.08509559060981647
100016,2024-12-04,-0.10830650291649169
100016,2024-12-05,-0.11315335989081525
100016,2024-12-06,-0.10565304610618807
100016,2024-12-09,-0.1189068290423191
100016,2024-12-10,-0.09014170197322799
100016,2024-12-11,-0.10621553253709079
100016,2024-12-12,-0.14694122597325
100016,2024-12-13,-0.13822866751970433
100016,2024-12-16,-0.13537862225197228
100016,2024-12-17,-0.11207320477428791
100016,2024-12-18,-0.10092039345544011
100016,2024-12-19,-0.07749644949128043
100016,2024-12-20,-0.06599119340630026
100016,2024-12-23,-0.05926721094427582
100016,2024-12-24,-0.048704753322395634
100016,2024-12-25,-0.04606441805211982
100016,2024-12-26,-0.05155028836414255
100016,2024-12-27,-0.06625083455482594
100016,2024-12-30,-0.039553248761226636
100016,2024-12-31,-0.032871407300613824
100016,2025-01-01,-3.438118476927817e-05
100016,2025-01-02,0.0039322404253863815
100016,2025-01-03,-0.012429561595069003
100016,2025-01-06,0.006689266191136956
100016,2025-01-07,0.00463953733238066
100016,2025-01-08,0.017469495807983588
100016,2025-01-09,0.037456109571244796
100016,2025-01-10,0.02192541406540779
100016,2025-01-13,0.028179653632173014
100016,2025-01-14,-0.012375051547922716
100016,2025-01-15,-0.01925981423333675
100016,2025-01-16,-0.014501359238602613
100016,2025-01-17,0.0027069682751442066
100016,2025-01-20,0.009692348720955693
100016,2025-01-21,0.005323334332962903
100016,2025-01-22,-0.014664449874801606
100016,2025-01-23,-0.0026775245686753535
100016,2025-01-24,0.0023812797827421203
100016,2025-01-27,0.006390839578321761
100016,2025-01-28,0.033112418355741205
100016,2025-01-29,0.03931785896628153
100016,2025-01-30,0.024487322867446575
100016,2025-01-31,0.03487431663255379
100016,2025-02-03,0.010361359839762704
100016,2025-02-04,0.018558954517942115
100016,2025-02-05,0.03601325821693178
100016,2025-02-06,0.037679950846170054
100016,2025-02-07,0.05989648147967928
